,prompt,class,environment,weather,amount
2876,Military_ship in a lagoon with clear weather.,military_ship,lagoon,clear,Single
2877,Two military_ships in a clear lagoon.,military_ship,lagoon,clear,Two
2878,Three military_ships in a clear lagoon.,military_ship,lagoon,clear,Three
2879,"

Clear weather in a lagoon with multiple military ships.",military_ship,lagoon,clear,Multiple
2880,Military_ship in a fjord under sunny weather.,military_ship,fjord,sunny,Single
2881,Two military_ships in a fjord under sunny weather.,military_ship,fjord,sunny,Two
2882,Three military_ships in a sunny fjord.,military_ship,fjord,sunny,Three
2883,"Military ships in a sunny fjord, multiple of five.",military_ship,fjord,sunny,Multiple
2884,Military_ship in the fjord under cloudy weather.,military_ship,fjord,cloudy,Single
2885,Two military_ships in a fjord with cloudy weather.,military_ship,fjord,cloudy,Two
2886,Three military_ships in a fjord with cloudy weather.,military_ship,fjord,cloudy,Three
2887,"

Military ships lined up in a cloudy fjord.",military_ship,fjord,cloudy,Multiple
2888,Military_ship in the fjord during rainy weather.,military_ship,fjord,rainy,Single
2889,Two military_ships in a fjord during rainy weather.,military_ship,fjord,rainy,Two
2890,Three military_ships in a rainy fjord.,military_ship,fjord,rainy,Three
2891,Military ships in a fjord during rainy weather.,military_ship,fjord,rainy,Multiple
2892,Military ship in the fjord during a storm.,military_ship,fjord,stormy,Single
2893,Two military_ships in a fjord during a storm.,military_ship,fjord,stormy,Two
2894,Three military_ships in a fjord during a storm.,military_ship,fjord,stormy,Three
2895,Military ships in a fjord during a storm.,military_ship,fjord,stormy,Multiple
2896,A military_ship anchored in a fjord during a snowy weather.,military_ship,fjord,snowy,Single
2897,Two military_ships in a fjord under snowy weather.,military_ship,fjord,snowy,Two
2898,Three military_ships in a fjord under snowy weather.,military_ship,fjord,snowy,Three
2899,Military ships in a fjord during a snowy weather.,military_ship,fjord,snowy,Multiple
2900,Military_ship in the fjord under foggy weather.,military_ship,fjord,foggy,Single
2901,Two military_ships in the fjord with foggy weather.,military_ship,fjord,foggy,Two
2902,Three military_ships in the fjord with foggy weather.,military_ship,fjord,foggy,Three
2903,"

Military ships in a fjord under foggy weather.",military_ship,fjord,foggy,Multiple
2904,Military_ship in the fjord during windy weather.,military_ship,fjord,windy,Single
2905,Two military_ships in a fjord during windy weather.,military_ship,fjord,windy,Two
2906,Three military_ships in a windy fjord.,military_ship,fjord,windy,Three
2907,"Military ships in a fjord during windy weather, multiple of five.",military_ship,fjord,windy,Multiple
2908,A military_ship anchored in a fjord with clear weather.,military_ship,fjord,clear,Single
2909,Two military_ships in a fjord with clear weather.,military_ship,fjord,clear,Two
2910,Three military_ships in a fjord with clear weather.,military_ship,fjord,clear,Three
2911,"

Clear weather in a fjord with multiple military ships.",military_ship,fjord,clear,Multiple
2912,Military_ship in the delta under sunny weather.,military_ship,delta,sunny,Single
2913,Two military_ships in the delta with sunny weather.,military_ship,delta,sunny,Two
2914,Three military_ships in the delta with sunny weather.,military_ship,delta,sunny,Three
2915,"

Five military ships anchored in a sunny harbor.",military_ship,delta,sunny,Multiple
2916,Military_ship in the delta with cloudy weather.,military_ship,delta,cloudy,Single
2917,Two military_ships in a cloudy delta.,military_ship,delta,cloudy,Two
2918,Three military_ships in the cloudy delta.,military_ship,delta,cloudy,Three
2919,"

Military ships in a cloudy delta.",military_ship,delta,cloudy,Multiple
2920,Military_ship in the delta under rainy weather.,military_ship,delta,rainy,Single
2921,Two military_ships in a delta under rainy weather.,military_ship,delta,rainy,Two
2922,Three military_ships in a delta with rainy weather.,military_ship,delta,rainy,Three
2923,"

A military_ship in a rainy delta.",military_ship,delta,rainy,Multiple
2924,Military_ship in the delta during a stormy weather.,military_ship,delta,stormy,Single
2925,Two military_ships in a delta during a storm.,military_ship,delta,stormy,Two
2926,Three military_ships in a delta with stormy weather.,military_ship,delta,stormy,Three
2927,"

A military_ship in a stormy delta.",military_ship,delta,stormy,Multiple
2928,A military_ship in the delta with snowy weather.,military_ship,delta,snowy,Single
2929,Two military_ships in a snowy delta.,military_ship,delta,snowy,Two
2930,Three military_ships in a snowy delta.,military_ship,delta,snowy,Three
2931,"

A military_ship in a snowy delta.",military_ship,delta,snowy,Multiple
2932,Military_ship in the delta with foggy weather.,military_ship,delta,foggy,Single
2933,Two military_ships in the delta with foggy weather.,military_ship,delta,foggy,Two
2934,Three military_ships in the delta with foggy weather.,military_ship,delta,foggy,Three
2935,"

Foggy delta: Five military_ships anchored, visibility low.",military_ship,delta,foggy,Multiple
2936,Military_ship in the delta with windy weather.,military_ship,delta,windy,Single
2937,Two military_ships in a windy delta.,military_ship,delta,windy,Two
2938,Three military_ships in the delta with windy weather.,military_ship,delta,windy,Three
2939,"

A military ship anchored in a windy harbor, waves crashing against its hull.",military_ship,delta,windy,Multiple
2940,A military_ship anchored in a delta with clear weather.,military_ship,delta,clear,Single
2941,Two military_ships in the delta with clear weather.,military_ship,delta,clear,Two
2942,Three military_ships in the delta with clear weather.,military_ship,delta,clear,Three
2943,"

Five military ships in a clear delta.",military_ship,delta,clear,Multiple
2944,Military_ship anchored at offshore platform in sunny weather.,military_ship,offshore platform area,sunny,Single
2945,Two military_ships in the offshore platform area with sunny weather.,military_ship,offshore platform area,sunny,Two
2946,Three military_ships in the offshore platform area with a sunny weather.,military_ship,offshore platform area,sunny,Three
2947,"

Five military_ships anchored in the calm, sunny offshore platform area.",military_ship,offshore platform area,sunny,Multiple
2948,Military_ship in the offshore platform area during cloudy weather.,military_ship,offshore platform area,cloudy,Single
2949,Two military_ships in the offshore platform area with cloudy weather.,military_ship,offshore platform area,cloudy,Two
2950,Three military_ships in the offshore platform area with cloudy weather.,military_ship,offshore platform area,cloudy,Three
2951,"

Cloudy offshore: Seven military_ships anchored.",military_ship,offshore platform area,cloudy,Multiple
2952,Military_ship in the offshore platform area during rainy weather.,military_ship,offshore platform area,rainy,Single
2953,Two military_ships in the offshore platform area during rainy weather.,military_ship,offshore platform area,rainy,Two
2954,Three military_ships in the offshore platform area during rainy weather.,military_ship,offshore platform area,rainy,Three
2955,Military ships in a rainy offshore platform area.,military_ship,offshore platform area,rainy,Multiple
2956,Military_ship in stormy offshore platform area.,military_ship,offshore platform area,stormy,Single
2957,Two military_ships in the offshore platform area during a storm.,military_ship,offshore platform area,stormy,Two
2958,Three military_ships in the offshore platform area during a stormy weather.,military_ship,offshore platform area,stormy,Three
2959,Military ships in a stormy offshore platform area.,military_ship,offshore platform area,stormy,Multiple
2960,A military_ship anchored in the offshore platform area during a snowstorm.,military_ship,offshore platform area,snowy,Single
2961,Two military_ships in the offshore platform area during a snowy weather.,military_ship,offshore platform area,snowy,Two
2962,Three military_ships in the offshore platform area during a snowstorm.,military_ship,offshore platform area,snowy,Three
2963,Military ships in an offshore platform area during a snowstorm.,military_ship,offshore platform area,snowy,Multiple
2964,Military_ship in foggy offshore platform area.,military_ship,offshore platform area,foggy,Single
2965,Two military_ships in the offshore platform area with foggy weather.,military_ship,offshore platform area,foggy,Two
2966,Three military_ships in the offshore platform area with foggy weather.,military_ship,offshore platform area,foggy,Three
2967,"

Foggy offshore platform area with multiple military ships.",military_ship,offshore platform area,foggy,Multiple
2968,Military_ship in offshore platform area during windy weather.,military_ship,offshore platform area,windy,Single
2969,Two military_ships in the offshore platform area during windy weather.,military_ship,offshore platform area,windy,Two
2970,Three military_ships in the offshore platform area during windy weather.,military_ship,offshore platform area,windy,Three
2971,Military ships in offshore platform area during windy weather.,military_ship,offshore platform area,windy,Multiple
2972,A military_ship anchored at an offshore platform in clear weather.,military_ship,offshore platform area,clear,Single
2973,Two military_ships in the offshore platform area with clear weather.,military_ship,offshore platform area,clear,Two
2974,Three military_ships in the offshore platform area with clear weather.,military_ship,offshore platform area,clear,Three
2975,"

Clear day in the offshore platform area. Five military ships anchored.",military_ship,offshore platform area,clear,Multiple
2976,"Military ship, single, near lighthouse, sunny.",military_ship,near lighthouse,sunny,Single
2977,Two military_ships near a lighthouse in sunny weather.,military_ship,near lighthouse,sunny,Two
2978,Three military_ships near a lighthouse in sunny weather.,military_ship,near lighthouse,sunny,Three
2979,Military ship anchored near lighthouse in sunny weather.,military_ship,near lighthouse,sunny,Multiple
2980,"Military ship, single, near lighthouse, cloudy.",military_ship,near lighthouse,cloudy,Single
2981,Two military_ships near a lighthouse in cloudy weather.,military_ship,near lighthouse,cloudy,Two
2982,Three military_ships near a lighthouse in cloudy weather.,military_ship,near lighthouse,cloudy,Three
2983,Military ship in the near lighthouse during cloudy weather.,military_ship,near lighthouse,cloudy,Multiple
2984,"Military ship, single, near lighthouse, rainy.",military_ship,near lighthouse,rainy,Single
2985,Two military_ships near a lighthouse in the rain.,military_ship,near lighthouse,rainy,Two
2986,Three military_ships near a lighthouse in the rain.,military_ship,near lighthouse,rainy,Three
2987,"Military ship in the rain near a lighthouse, multiple of.",military_ship,near lighthouse,rainy,Multiple
2988,"Military ship, single, near lighthouse, stormy weather.",military_ship,near lighthouse,stormy,Single
2989,Two military_ships near a lighthouse in stormy weather.,military_ship,near lighthouse,stormy,Two
2990,Three military_ships near a lighthouse in stormy weather.,military_ship,near lighthouse,stormy,Three
2991,Military ship in the near lighthouse during a stormy weather.,military_ship,near lighthouse,stormy,Multiple
2992,"Military ship, single, near lighthouse, snowy weather.",military_ship,near lighthouse,snowy,Single
